0000. FEN: r1b1k2Q/bp1p1p2/n1pB1P1p/8/Pp6/1q2P3/2PP3P/RN2KBNR b KQ -  | Depth: 1 | Expected: 0 | Result: 0 [PASSED]
4046. FEN: 3k4/8/2r5/3BR3/p6p/3K2b1/5P2/6r1 b - -  | Depth: 4 | Expected: 658743 | Result: 658743 [PASSED]
4046. FEN: 3k4/8/2r5/3BR3/p6p/3K2b1/5P2/6r1 b - -  | Depth: 5 | Expected: 20043965 | Result: 20043965 [PASSED]
4047. FEN: rn1qkbnr/2p1pppp/pp2b3/1N1p4/2P2P2/3P3P/PP2P1P1/R1BQKBNR w KQkq -  | Depth: 1 | Expected: 30 | Result: 30 [PASSED]
4047. FEN: rn1qkbnr/2p1pppp/pp2b3/1N1p4/2P2P2/3P3P/PP2P1P1/R1BQKBNR w KQkq -  | Depth: 2 | Expected: 728 | Result: 728 [PASSED]
4047. FEN: rn1qkbnr/2p1pppp/pp2b3/1N1p4/2P2P2/3P3P/PP2P1P1/R1BQKBNR w KQkq -  | Depth: 3 | Expected: 22432 | Result: 22432 [PASSED]
4047. FEN: rn1qkbnr/2p1pppp/pp2b3/1N1p4/2P2P2/3P3P/PP2P1P1/R1BQKBNR w KQkq -  | Depth: 4 | Expected: 573207 | Result: 573207 [PASSED]
4047. FEN: rn1qkbnr/2p1pppp/pp2b3/1N1p4/2P2P2/3P3P/PP2P1P1/R1BQKBNR w KQkq -  | Depth: 5 | Expected: 18136067 | Result: 18136067 [PASSED]
4048. FEN: 1B6/5r2/1bB1N2k/Pp1R4/4K2p/8/8/8 w - -  | Depth: 1 | Expected: 37 | Result: 37 [PASSED]
4048. FEN: 1B6/5r2/1bB1N2k/Pp1R4/4K2p/8/8/8 w - -  | Depth: 2 | Expected: 918 | Result: 918 [PASSED]
4048. FEN: 1B6/5r2/1bB1N2k/Pp1R4/4K2p/8/8/8 w - -  | Depth: 3 | Expected: 30767 | Result: 30767 [PASSED]
4048. FEN: 1B6/5r2/1bB1N2k/Pp1R4/4K2p/8/8/8 w - -  | Depth: 4 | Expected: 692539 | Result: 692539 [PASSED]
4048. FEN: 1B6/5r2/1bB1N2k/Pp1R4/4K2p/8/8/8 w - -  | Depth: 5 | Expected: 22585759 | Result: 22585759 [PASSED]
4049. FEN: rn3bnr/8/p2ppk1p/1b1P1pp1/pP2P3/3R4/3KNPPP/1N2B2R b - -  | Depth: 1 | Expected: 25 | Result: 25 [PASSED]
4049. FEN: rn3bnr/8/p2ppk1p/1b1P1pp1/pP2P3/3R4/3KNPPP/1N2B2R b - -  | Depth: 2 | Expected: 792 | Result: 792 [PASSED]
4049. FEN: rn3bnr/8/p2ppk1p/1b1P1pp1/pP2P3/3R4/3KNPPP/1N2B2R b - -  | Depth: 3 | Expected: 20201 | Result: 20201 [PASSED]
4049. FEN: rn3bnr/8/p2ppk1p/1b1P1pp1/pP2P3/3R4/3KNPPP/1N2B2R b - -  | Depth: 4 | Expected: 619077 | Result: 619077 [PASSED]
4049. FEN: rn3bnr/8/p2ppk1p/1b1P1pp1/pP2P3/3R4/3KNPPP/1N2B2R b - -  | Depth: 5 | Expected: 16312889 | Result: 16312889 [PASSED]
4050. FEN: 5knr/2p5/p1r4p/PP1p1ppq/1n1P1P1P/1P1bP3/RB1KR3/1B1N4 w - -  | Depth: 1 | Expected: 22 | Result: 22 [PASSED]
4050. FEN: 5knr/2p5/p1r4p/PP1p1ppq/1n1P1P1P/1P1bP3/RB1KR3/1B1N4 w - -  | Depth: 2 | Expected: 783 | Result: 783 [PASSED]
4050. FEN: 5knr/2p5/p1r4p/PP1p1ppq/1n1P1P1P/1P1bP3/RB1KR3/1B1N4 w - -  | Depth: 3 | Expected: 16988 | Result: 16988 [PASSED]
4050. FEN: 5knr/2p5/p1r4p/PP1p1ppq/1n1P1P1P/1P1bP3/RB1KR3/1B1N4 w - -  | Depth: 4 | Expected: 605152 | Result: 605152 [PASSED]
4050. FEN: 5knr/2p5/p1r4p/PP1p1ppq/1n1P1P1P/1P1bP3/RB1KR3/1B1N4 w - -  | Depth: 5 | Expected: 13600590 | Result: 13600590 [PASSED]
4051. FEN: Rn6/p2k4/2ppp3/1pqPP3/1P4p1/2P5/3RBbPQ/2K5 b - -  | Depth: 1 | Expected: 25 | Result: 25 [PASSED]
4051. FEN: Rn6/p2k4/2ppp3/1pqPP3/1P4p1/2P5/3RBbPQ/2K5 b - -  | Depth: 2 | Expected: 825 | Result: 825 [PASSED]
4051. FEN: Rn6/p2k4/2ppp3/1pqPP3/1P4p1/2P5/3RBbPQ/2K5 b - -  | Depth: 3 | Expected: 19343 | Result: 19343 [PASSED]
4051. FEN: Rn6/p2k4/2ppp3/1pqPP3/1P4p1/2P5/3RBbPQ/2K5 b - -  | Depth: 4 | Expected: 632994 | Result: 632994 [PASSED]
4051. FEN: Rn6/p2k4/2ppp3/1pqPP3/1P4p1/2P5/3RBbPQ/2K5 b - -  | Depth: 5 | Expected: 14992365 | Result: 14992365 [PASSED]
4052. FEN: rnbqkb1r/pppppp2/7n/6pp/3P4/4PN2/PPP2PPP/RNBQKB1R w KQkq -  | Depth: 1 | Expected: 32 | Result: 32 [PASSED]
4052. FEN: rnbqkb1r/pppppp2/7n/6pp/3P4/4PN2/PPP2PPP/RNBQKB1R w KQkq -  | Depth: 2 | Expected: 697 | Result: 697 [PASSED]
4052. FEN: rnbqkb1r/pppppp2/7n/6pp/3P4/4PN2/PPP2PPP/RNBQKB1R w KQkq -  | Depth: 3 | Expected: 23208 | Result: 23208 [PASSED]
4052. FEN: rnbqkb1r/pppppp2/7n/6pp/3P4/4PN2/PPP2PPP/RNBQKB1R w KQkq -  | Depth: 4 | Expected: 554289 | Result: 554289 [PASSED]
4052. FEN: rnbqkb1r/pppppp2/7n/6pp/3P4/4PN2/PPP2PPP/RNBQKB1R w KQkq -  | Depth: 5 | Expected: 18947957 | Result: 18947957 [PASSED]
4053. FEN: 2b2b1r/r1pk3p/p1n3Q1/1p2p1PP/2Pp4/PN3K2/1P2B3/R5N1 w - -  | Depth: 1 | Expected: 39 | Result: 39 [PASSED]
4053. FEN: 2b2b1r/r1pk3p/p1n3Q1/1p2p1PP/2Pp4/PN3K2/1P2B3/R5N1 w - -  | Depth: 2 | Expected: 785 | Result: 785 [PASSED]
4053. FEN: 2b2b1r/r1pk3p/p1n3Q1/1p2p1PP/2Pp4/PN3K2/1P2B3/R5N1 w - -  | Depth: 3 | Expected: 29139 | Result: 29139 [PASSED]
4053. FEN: 2b2b1r/r1pk3p/p1n3Q1/1p2p1PP/2Pp4/PN3K2/1P2B3/R5N1 w - -  | Depth: 4 | Expected: 614526 | Result: 614526 [PASSED]
4053. FEN: 2b2b1r/r1pk3p/p1n3Q1/1p2p1PP/2Pp4/PN3K2/1P2B3/R5N1 w - -  | Depth: 5 | Expected: 22128965 | Result: 22128965 [PASSED]
4054. FEN: 3k1b2/p4r2/1P6/P1p1pnpP/2P5/R4B1R/6N1/4K3 b - -  | Depth: 1 | Expected: 27 | Result: 27 [PASSED]
4054. FEN: 3k1b2/p4r2/1P6/P1p1pnpP/2P5/R4B1R/6N1/4K3 b - -  | Depth: 2 | Expected: 820 | Result: 820 [PASSED]
4054. FEN: 3k1b2/p4r2/1P6/P1p1pnpP/2P5/R4B1R/6N1/4K3 b - -  | Depth: 3 | Expected: 20973 | Result: 20973 [PASSED]
4054. FEN: 3k1b2/p4r2/1P6/P1p1pnpP/2P5/R4B1R/6N1/4K3 b - -  | Depth: 4 | Expected: 646646 | Result: 646646 [PASSED]
4054. FEN: 3k1b2/p4r2/1P6/P1p1pnpP/2P5/R4B1R/6N1/4K3 b - -  | Depth: 5 | Expected: 15953798 | Result: 15953798 [PASSED]
4055. FEN: 2k4b/2P5/2Q1p1p1/6rp/2RN3P/1R4B1/8/3Kn3 w - -  | Depth: 1 | Expected: 51 | Result: 51 [PASSED]
4055. FEN: 2k4b/2P5/2Q1p1p1/6rp/2RN3P/1R4B1/8/3Kn3 w - -  | Depth: 2 | Expected: 754 | Result: 754 [PASSED]
4055. FEN: 2k4b/2P5/2Q1p1p1/6rp/2RN3P/1R4B1/8/3Kn3 w - -  | Depth: 3 | Expected: 36186 | Result: 36186 [PASSED]
4055. FEN: 2k4b/2P5/2Q1p1p1/6rp/2RN3P/1R4B1/8/3Kn3 w - -  | Depth: 4 | Expected: 601422 | Result: 601422 [PASSED]
4055. FEN: 2k4b/2P5/2Q1p1p1/6rp/2RN3P/1R4B1/8/3Kn3 w - -  | Depth: 5 | Expected: 27449960 | Result: 27449960 [PASSED]
4056. FEN: k7/1r6/p2B2Pr/Pp3Q2/1P1p4/3K3b/R7/8 w - -  | Depth: 1 | Expected: 44 | Result: 44 [PASSED]
4056. FEN: k7/1r6/p2B2Pr/Pp3Q2/1P1p4/3K3b/R7/8 w - -  | Depth: 2 | Expected: 809 | Result: 809 [PASSED]
4056. FEN: k7/1r6/p2B2Pr/Pp3Q2/1P1p4/3K3b/R7/8 w - -  | Depth: 3 | Expected: 30526 | Result: 30526 [PASSED]
4056. FEN: k7/1r6/p2B2Pr/Pp3Q2/1P1p4/3K3b/R7/8 w - -  | Depth: 4 | Expected: 623385 | Result: 623385 [PASSED]
4056. FEN: k7/1r6/p2B2Pr/Pp3Q2/1P1p4/3K3b/R7/8 w - -  | Depth: 5 | Expected: 22437999 | Result: 22437999 [PASSED]
4057. FEN: 1r2kb1r/4p1pp/2p2p2/p1p4n/q1PnPP2/R6N/3P3P/1NB1KB1R w k -  | Depth: 1 | Expected: 22 | Result: 22 [PASSED]
4057. FEN: 1r2kb1r/4p1pp/2p2p2/p1p4n/q1PnPP2/R6N/3P3P/1NB1KB1R w k -  | Depth: 2 | Expected: 793 | Result: 793 [PASSED]
4057. FEN: 1r2kb1r/4p1pp/2p2p2/p1p4n/q1PnPP2/R6N/3P3P/1NB1KB1R w k -  | Depth: 3 | Expected: 17229 | Result: 17229 [PASSED]
4057. FEN: 1r2kb1r/4p1pp/2p2p2/p1p4n/q1PnPP2/R6N/3P3P/1NB1KB1R w k -  | Depth: 4 | Expected: 607956 | Result: 607956 [PASSED]
4057. FEN: 1r2kb1r/4p1pp/2p2p2/p1p4n/q1PnPP2/R6N/3P3P/1NB1KB1R w k -  | Depth: 5 | Expected: 13982703 | Result: 13982703 [PASSED]
4058. FEN: 6n1/1k6/1b6/2pbbP2/2RR2Pp/p3K2P/8/1B1N4 b - -  | Depth: 1 | Expected: 34 | Result: 34 [PASSED]
4058. FEN: 6n1/1k6/1b6/2pbbP2/2RR2Pp/p3K2P/8/1B1N4 b - -  | Depth: 2 | Expected: 781 | Result: 781 [PASSED]
4058. FEN: 6n1/1k6/1b6/2pbbP2/2RR2Pp/p3K2P/8/1B1N4 b - -  | Depth: 3 | Expected: 24865 | Result: 24865 [PASSED]
4058. FEN: 6n1/1k6/1b6/2pbbP2/2RR2Pp/p3K2P/8/1B1N4 b - -  | Depth: 4 | Expected: 626245 | Result: 626245 [PASSED]
4058. FEN: 6n1/1k6/1b6/2pbbP2/2RR2Pp/p3K2P/8/1B1N4 b - -  | Depth: 5 | Expected: 18862068 | Result: 18862068 [PASSED]
4059. FEN: 2n5/1r1B4/5p1p/3k2rP/P5R1/3P1N2/3B2K1/4b3 w - -  | Depth: 1 | Expected: 30 | Result: 30 [PASSED]
4059. FEN: 2n5/1r1B4/5p1p/3k2rP/P5R1/3P1N2/3B2K1/4b3 w - -  | Depth: 2 | Expected: 779 | Result: 779 [PASSED]
4059. FEN: 2n5/1r1B4/5p1p/3k2rP/P5R1/3P1N2/3B2K1/4b3 w - -  | Depth: 3 | Expected: 23489 | Result: 23489 [PASSED]
4059. FEN: 2n5/1r1B4/5p1p/3k2rP/P5R1/3P1N2/3B2K1/4b3 w - -  | Depth: 4 | Expected: 613181 | Result: 613181 [PASSED]
4059. FEN: 2n5/1r1B4/5p1p/3k2rP/P5R1/3P1N2/3B2K1/4b3 w - -  | Depth: 5 | Expected: 18693976 | Result: 18693976 [PASSED]
4060. FEN: 8/rkp1r3/5pp1/p2PpP1p/P1P1PqP1/2N1Q2B/1P1K2R1/R1B5 w - -  | Depth: 1 | Expected: 26 | Result: 26 [PASSED]
4060. FEN: 8/rkp1r3/5pp1/p2PpP1p/P1P1PqP1/2N1Q2B/1P1K2R1/R1B5 w - -  | Depth: 2 | Expected: 743 | Result: 743 [PASSED]
4060. FEN: 8/rkp1r3/5pp1/p2PpP1p/P1P1PqP1/2N1Q2B/1P1K2R1/R1B5 w - -  | Depth: 3 | Expected: 21513 | Result: 21513 [PASSED]
4060. FEN: 8/rkp1r3/5pp1/p2PpP1p/P1P1PqP1/2N1Q2B/1P1K2R1/R1B5 w - -  | Depth: 4 | Expected: 587292 | Result: 587292 [PASSED]
4060. FEN: 8/rkp1r3/5pp1/p2PpP1p/P1P1PqP1/2N1Q2B/1P1K2R1/R1B5 w - -  | Depth: 5 | Expected: 18145715 | Result: 18145715 [PASSED]
4061. FEN: 2k3nr/p4p2/1pp1pP1b/1n5p/8/1BP2rPP/PP1N2K1/R1Bb2NR b - -  | Depth: 1 | Expected: 36 | Result: 36 [PASSED]
4061. FEN: 2k3nr/p4p2/1pp1pP1b/1n5p/8/1BP2rPP/PP1N2K1/R1Bb2NR b - -  | Depth: 2 | Expected: 724 | Result: 724 [PASSED]
4061. FEN: 2k3nr/p4p2/1pp1pP1b/1n5p/8/1BP2rPP/PP1N2K1/R1Bb2NR b - -  | Depth: 3 | Expected: 25633 | Result: 25633 [PASSED]
4061. FEN: 2k3nr/p4p2/1pp1pP1b/1n5p/8/1BP2rPP/PP1N2K1/R1Bb2NR b - -  | Depth: 4 | Expected: 572570 | Result: 572570 [PASSED]
4061. FEN: 2k3nr/p4p2/1pp1pP1b/1n5p/8/1BP2rPP/PP1N2K1/R1Bb2NR b - -  | Depth: 5 | Expected: 20513118 | Result: 20513118 [PASSED]
4062. FEN: 5q2/p2Pn3/P4Pk1/Bp1p2p1/3P3p/7P/5R2/3Q2KN w - -  | Depth: 1 | Expected: 42 | Result: 42 [PASSED]
4062. FEN: 5q2/p2Pn3/P4Pk1/Bp1p2p1/3P3p/7P/5R2/3Q2KN w - -  | Depth: 2 | Expected: 783 | Result: 783 [PASSED]
4062. FEN: 5q2/p2Pn3/P4Pk1/Bp1p2p1/3P3p/7P/5R2/3Q2KN w - -  | Depth: 3 | Expected: 31901 | Result: 31901 [PASSED]
4062. FEN: 5q2/p2Pn3/P4Pk1/Bp1p2p1/3P3p/7P/5R2/3Q2KN w - -  | Depth: 4 | Expected: 617680 | Result: 617680 [PASSED]
4062. FEN: 5q2/p2Pn3/P4Pk1/Bp1p2p1/3P3p/7P/5R2/3Q2KN w - -  | Depth: 5 | Expected: 24748974 | Result: 24748974 [PASSED]
4063. FEN: 1rbq1bn1/2pkp3/n2p3p/3P1pp1/ppP3P1/PPBQP2P/3N1P2/R3KBNR b KQ -  | Depth: 1 | Expected: 20 | Result: 20 [PASSED]
4063. FEN: 1rbq1bn1/2pkp3/n2p3p/3P1pp1/ppP3P1/PPBQP2P/3N1P2/R3KBNR b KQ -  | Depth: 2 | Expected: 718 | Result: 718 [PASSED]
4063. FEN: 1rbq1bn1/2pkp3/n2p3p/3P1pp1/ppP3P1/PPBQP2P/3N1P2/R3KBNR b KQ -  | Depth: 3 | Expected: 15726 | Result: 15726 [PASSED]
4063. FEN: 1rbq1bn1/2pkp3/n2p3p/3P1pp1/ppP3P1/PPBQP2P/3N1P2/R3KBNR b KQ -  | Depth: 4 | Expected: 568525 | Result: 568525 [PASSED]
4063. FEN: 1rbq1bn1/2pkp3/n2p3p/3P1pp1/ppP3P1/PPBQP2P/3N1P2/R3KBNR b KQ -  | Depth: 5 | Expected: 13492527 | Result: 13492527 [PASSED]
4064. FEN: 1rbqk1nr/p2p3p/n6b/p1pPpP2/P5p1/2P5/1P2PP1P/RNB1KBNR b KQk -  | Depth: 1 | Expected: 32 | Result: 32 [PASSED]
4064. FEN: 1rbqk1nr/p2p3p/n6b/p1pPpP2/P5p1/2P5/1P2PP1P/RNB1KBNR b KQk -  | Depth: 2 | Expected: 759 | Result: 759 [PASSED]
4064. FEN: 1rbqk1nr/p2p3p/n6b/p1pPpP2/P5p1/2P5/1P2PP1P/RNB1KBNR b KQk -  | Depth: 3 | Expected: 24740 | Result: 24740 [PASSED]
4064. FEN: 1rbqk1nr/p2p3p/n6b/p1pPpP2/P5p1/2P5/1P2PP1P/RNB1KBNR b KQk -  | Depth: 4 | Expected: 599525 | Result: 599525 [PASSED]
4064. FEN: 1rbqk1nr/p2p3p/n6b/p1pPpP2/P5p1/2P5/1P2PP1P/RNB1KBNR b KQk -  | Depth: 5 | Expected: 19905290 | Result: 19905290 [PASSED]
4065. FEN: 4k3/1B4bN/p2p4/P3p1P1/1Qr4p/N1P4P/4K3/1R5R b - -  | Depth: 1 | Expected: 20 | Result: 20 [PASSED]
4065. FEN: 4k3/1B4bN/p2p4/P3p1P1/1Qr4p/N1P4P/4K3/1R5R b - -  | Depth: 2 | Expected: 865 | Result: 865 [PASSED]
4065. FEN: 4k3/1B4bN/p2p4/P3p1P1/1Qr4p/N1P4P/4K3/1R5R b - -  | Depth: 3 | Expected: 15339 | Result: 15339 [PASSED]
4065. FEN: 4k3/1B4bN/p2p4/P3p1P1/1Qr4p/N1P4P/4K3/1R5R b - -  | Depth: 4 | Expected: 664721 | Result: 664721 [PASSED]
4065. FEN: 4k3/1B4bN/p2p4/P3p1P1/1Qr4p/N1P4P/4K3/1R5R b - -  | Depth: 5 | Expected: 11335694 | Result: 11335694 [PASSED]
4066. FEN: rn4r1/p2k4/b1p2ppp/qp6/1P2PpP1/1P4nP/P1KPN2R/R1B2B2 w - -  | Depth: 1 | Expected: 25 | Result: 25 [PASSED]
4066. FEN: rn4r1/p2k4/b1p2ppp/qp6/1P2PpP1/1P4nP/P1KPN2R/R1B2B2 w - -  | Depth: 2 | Expected: 809 | Result: 809 [PASSED]
4066. FEN: rn4r1/p2k4/b1p2ppp/qp6/1P2PpP1/1P4nP/P1KPN2R/R1B2B2 w - -  | Depth: 3 | Expected: 20287 | Result: 20287 [PASSED]
4066. FEN: rn4r1/p2k4/b1p2ppp/qp6/1P2PpP1/1P4nP/P1KPN2R/R1B2B2 w - -  | Depth: 4 | Expected: 630929 | Result: 630929 [PASSED]
4066. FEN: rn4r1/p2k4/b1p2ppp/qp6/1P2PpP1/1P4nP/P1KPN2R/R1B2B2 w - -  | Depth: 5 | Expected: 16079874 | Result: 16079874 [PASSED]
4067. FEN: 5k2/5bp1/8/pp2Kp2/P3PP1p/3R2qn/3N3P/6q1 w - -  | Depth: 1 | Expected: 21 | Result: 21 [PASSED]
4067. FEN: 5k2/5bp1/8/pp2Kp2/P3PP1p/3R2qn/3N3P/6q1 w - -  | Depth: 2 | Expected: 893 | Result: 893 [PASSED]
4067. FEN: 5k2/5bp1/8/pp2Kp2/P3PP1p/3R2qn/3N3P/6q1 w - -  | Depth: 3 | Expected: 16351 | Result: 16351 [PASSED]
4067. FEN: 5k2/5bp1/8/pp2Kp2/P3PP1p/3R2qn/3N3P/6q1 w - -  | Depth: 4 | Expected: 682634 | Result: 682634 [PASSED]
4067. FEN: 5k2/5bp1/8/pp2Kp2/P3PP1p/3R2qn/3N3P/6q1 w - -  | Depth: 5 | Expected: 12029275 | Result: 12029275 [PASSED]
4068. FEN: 7r/8/7k/8/n3q3/6KB/8/1bR5 b - -  | Depth: 1 | Expected: 45 | Result: 45 [PASSED]
4068. FEN: 7r/8/7k/8/n3q3/6KB/8/1bR5 b - -  | Depth: 2 | Expected: 806 | Result: 806 [PASSED]
4068. FEN: 7r/8/7k/8/n3q3/6KB/8/1bR5 b - -  | Depth: 3 | Expected: 34541 | Result: 34541 [PASSED]
4068. FEN: 7r/8/7k/8/n3q3/6KB/8/1bR5 b - -  | Depth: 4 | Expected: 635736 | Result: 635736 [PASSED]
4068. FEN: 7r/8/7k/8/n3q3/6KB/8/1bR5 b - -  | Depth: 5 | Expected: 26253827 | Result: 26253827 [PASSED]
4069. FEN: 1rN2rk1/np2ppb1/1p3np1/1qp2b1p/PP5P/3P1PP1/4B3/1R1KR3 b - -  | Depth: 1 | Expected: 38 | Result: 38 [PASSED]
4069. FEN: 1rN2rk1/np2ppb1/1p3np1/1qp2b1p/PP5P/3P1PP1/4B3/1R1KR3 b - -  | Depth: 2 | Expected: 743 | Result: 743 [PASSED]
4069. FEN: 1rN2rk1/np2ppb1/1p3np1/1qp2b1p/PP5P/3P1PP1/4B3/1R1KR3 b - -  | Depth: 3 | Expected: 27830 | Result: 27830 [PASSED]
4069. FEN: 1rN2rk1/np2ppb1/1p3np1/1qp2b1p/PP5P/3P1PP1/4B3/1R1KR3 b - -  | Depth: 4 | Expected: 579465 | Result: 579465 [PASSED]
4069. FEN: 1rN2rk1/np2ppb1/1p3np1/1qp2b1p/PP5P/3P1PP1/4B3/1R1KR3 b - -  | Depth: 5 | Expected: 22465455 | Result: 22465455 [PASSED]
4070. FEN: rnb1kbnr/ppq1pppp/2pp4/8/6P1/2P5/PP1PPPBP/RNBQK1NR w KQkq -  | Depth: 1 | Expected: 27 | Result: 27 [PASSED]
4070. FEN: rnb1kbnr/ppq1pppp/2pp4/8/6P1/2P5/PP1PPPBP/RNBQK1NR w KQkq -  | Depth: 2 | Expected: 734 | Result: 734 [PASSED]
4070. FEN: rnb1kbnr/ppq1pppp/2pp4/8/6P1/2P5/PP1PPPBP/RNBQK1NR w KQkq -  | Depth: 3 | Expected: 20553 | Result: 20553 [PASSED]
4070. FEN: rnb1kbnr/ppq1pppp/2pp4/8/6P1/2P5/PP1PPPBP/RNBQK1NR w KQkq -  | Depth: 4 | Expected: 579004 | Result: 579004 [PASSED]
4070. FEN: rnb1kbnr/ppq1pppp/2pp4/8/6P1/2P5/PP1PPPBP/RNBQK1NR w KQkq -  | Depth: 5 | Expected: 16988496 | Result: 16988496 [PASSED]
4071. FEN: r1b1kbr1/pppnqpnp/3pp1p1/8/1P1P2P1/B6N/P1P1PK1P/RNQ2B1R w q -  | Depth: 1 | Expected: 29 | Result: 29 [PASSED]
4071. FEN: r1b1kbr1/pppnqpnp/3pp1p1/8/1P1P2P1/B6N/P1P1PK1P/RNQ2B1R w q -  | Depth: 2 | Expected: 774 | Result: 774 [PASSED]
4071. FEN: r1b1kbr1/pppnqpnp/3pp1p1/8/1P1P2P1/B6N/P1P1PK1P/RNQ2B1R w q -  | Depth: 3 | Expected: 21677 | Result: 21677 [PASSED]
4071. FEN: r1b1kbr1/pppnqpnp/3pp1p1/8/1P1P2P1/B6N/P1P1PK1P/RNQ2B1R w q -  | Depth: 4 | Expected: 596516 | Result: 596516 [PASSED]
4071. FEN: r1b1kbr1/pppnqpnp/3pp1p1/8/1P1P2P1/B6N/P1P1PK1P/RNQ2B1R w q -  | Depth: 5 | Expected: 17351670 | Result: 17351670 [PASSED]
4072. FEN: 8/2r1b1kB/2b5/7n/3p4/2p4r/1n3K2/7R w - -  | Depth: 1 | Expected: 20 | Result: 20 [PASSED]
4072. FEN: 8/2r1b1kB/2b5/7n/3p4/2p4r/1n3K2/7R w - -  | Depth: 2 | Expected: 871 | Result: 871 [PASSED]
4072. FEN: 8/2r1b1kB/2b5/7n/3p4/2p4r/1n3K2/7R w - -  | Depth: 3 | Expected: 15030 | Result: 15030 [PASSED]
4072. FEN: 8/2r1b1kB/2b5/7n/3p4/2p4r/1n3K2/7R w - -  | Depth: 4 | Expected: 652424 | Result: 652424 [PASSED]
4072. FEN: 8/2r1b1kB/2b5/7n/3p4/2p4r/1n3K2/7R w - -  | Depth: 5 | Expected: 11402728 | Result: 11402728 [PASSED]
4073. FEN: r1bqkbnr/p2ppppp/2p5/1p2n3/1PN1P3/7P/P1PP1PP1/R1BQKBNR b KQkq -  | Depth: 1 | Expected: 26 | Result: 26 [PASSED]
4073. FEN: r1bqkbnr/p2ppppp/2p5/1p2n3/1PN1P3/7P/P1PP1PP1/R1BQKBNR b KQkq -  | Depth: 2 | Expected: 723 | Result: 723 [PASSED]
4073. FEN: r1bqkbnr/p2ppppp/2p5/1p2n3/1PN1P3/7P/P1PP1PP1/R1BQKBNR b KQkq -  | Depth: 3 | Expected: 19480 | Result: 19480 [PASSED]
4073. FEN: r1bqkbnr/p2ppppp/2p5/1p2n3/1PN1P3/7P/P1PP1PP1/R1BQKBNR b KQkq -  | Depth: 4 | Expected: 568199 | Result: 568199 [PASSED]
4073. FEN: r1bqkbnr/p2ppppp/2p5/1p2n3/1PN1P3/7P/P1PP1PP1/R1BQKBNR b KQkq -  | Depth: 5 | Expected: 16276143 | Result: 16276143 [PASSED]
4074. FEN: 8/r1k4b/np5N/6Q1/3PPPPp/PP6/b4B1K/3Bb2R w - -  | Depth: 1 | Expected: 36 | Result: 36 [PASSED]
4074. FEN: 8/r1k4b/np5N/6Q1/3PPPPp/PP6/b4B1K/3Bb2R w - -  | Depth: 2 | Expected: 747 | Result: 747 [PASSED]
4074. FEN: 8/r1k4b/np5N/6Q1/3PPPPp/PP6/b4B1K/3Bb2R w - -  | Depth: 3 | Expected: 26199 | Result: 26199 [PASSED]
4074. FEN: 8/r1k4b/np5N/6Q1/3PPPPp/PP6/b4B1K/3Bb2R w - -  | Depth: 4 | Expected: 591438 | Result: 591438 [PASSED]
4074. FEN: 8/r1k4b/np5N/6Q1/3PPPPp/PP6/b4B1K/3Bb2R w - -  | Depth: 5 | Expected: 20688936 | Result: 20688936 [PASSED]
4075. FEN: 4kbr1/rp3p2/1n4pp/pPpp1P1R/2NP1p2/P1N5/2P1P3/BR2KB2 w - -  | Depth: 1 | Expected: 35 | Result: 35 [PASSED]
4075. FEN: 4kbr1/rp3p2/1n4pp/pPpp1P1R/2NP1p2/P1N5/2P1P3/BR2KB2 w - -  | Depth: 2 | Expected: 781 | Result: 781 [PASSED]
4075. FEN: 4kbr1/rp3p2/1n4pp/pPpp1P1R/2NP1p2/P1N5/2P1P3/BR2KB2 w - -  | Depth: 3 | Expected: 26757 | Result: 26757 [PASSED]
4075. FEN: 4kbr1/rp3p2/1n4pp/pPpp1P1R/2NP1p2/P1N5/2P1P3/BR2KB2 w - -  | Depth: 4 | Expected: 614621 | Result: 614621 [PASSED]
4075. FEN: 4kbr1/rp3p2/1n4pp/pPpp1P1R/2NP1p2/P1N5/2P1P3/BR2KB2 w - -  | Depth: 5 | Expected: 20795073 | Result: 20795073 [PASSED]
4076. FEN: 8/1r5n/4kbp1/BP5r/2P2p1P/p7/8/2R1N1K1 b - -  | Depth: 1 | Expected: 39 | Result: 39 [PASSED]
4076. FEN: 8/1r5n/4kbp1/BP5r/2P2p1P/p7/8/2R1N1K1 b - -  | Depth: 2 | Expected: 824 | Result: 824 [PASSED]
4076. FEN: 8/1r5n/4kbp1/BP5r/2P2p1P/p7/8/2R1N1K1 b - -  | Depth: 3 | Expected: 29318 | Result: 29318 [PASSED]
4076. FEN: 8/1r5n/4kbp1/BP5r/2P2p1P/p7/8/2R1N1K1 b - -  | Depth: 4 | Expected: 646579 | Result: 646579 [PASSED]
4076. FEN: 8/1r5n/4kbp1/BP5r/2P2p1P/p7/8/2R1N1K1 b - -  | Depth: 5 | Expected: 21686967 | Result: 21686967 [PASSED]
4077. FEN: r1n1k1r1/1pb2p2/5P2/pPPp2p1/5p1R/P1N1N3/2P1P3/B1R1KB2 w - -  | Depth: 1 | Expected: 32 | Result: 32 [PASSED]
4077. FEN: r1n1k1r1/1pb2p2/5P2/pPPp2p1/5p1R/P1N1N3/2P1P3/B1R1KB2 w - -  | Depth: 2 | Expected: 809 | Result: 809 [PASSED]
